Date,Type,Team,Player,MIN,G,A,TSA,OSA,TP,TCH,TCR,CT,TT,F,YC,RC,OG,GF,GA,In,Out,P
45818,Regular,Halifax Tides,Megumi Nakamura,88,1,0,3,2,22,54,2,0,5,1,0,0,0,2,1,0,88,F
45818,Regular,Halifax Tides,Saorla Miller,88,0,0,4,2,23,53,3,0,5,1,0,0,0,2,1,0,88,F
45818,Regular,Halifax Tides,Milly Clegg,89,0,0,3,1,12,30,1,0,1,0,0,0,0,2,1,0,89,F
45818,Regular,Halifax Tides,Gunny Jónsdóttir,77,1,0,3,1,40,64,6,5,1,0,0,0,0,2,1,0,77,M
45818,Regular,Halifax Tides,Gianna Creighton,13,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,77,90,M
45818,Regular,Halifax Tides,Daphnée Blouin,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,88,90,M
45818,Regular,Halifax Tides,Annika Leslie,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,90,M
45818,Regular,Halifax Tides,Christabel Oduro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,F
45818,Regular,Halifax Tides,Anne-Valérie Seto,2,0,0,0,0,3,6,0,0,2,1,0,0,0,0,0,88,90,M
45818,Regular,Halifax Tides,Marika Guay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45818,Regular,Halifax Tides,Sophie Daphnée Marion Eliane Guilmette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45818,Regular,Halifax Tides,Anika Tóth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45818,Regular,Ottawa Rapid,Nicola Golen,90,0,0,2,0,29,77,0,0,6,3,0,0,0,1,2,0,90,D
45818,Regular,Ottawa Rapid,Jyllissa Harris,90,0,0,0,0,60,86,2,1,4,0,0,0,0,1,2,0,90,D
45818,Regular,Ottawa Rapid,Olivia Scott,90,1,0,1,1,45,69,0,0,2,1,0,0,0,1,2,0,90,D
45818,Regular,Ottawa Rapid,Hyo-Joo Choo,90,0,0,0,0,46,71,4,4,2,0,0,0,0,1,2,0,90,M
45818,Regular,Ottawa Rapid,Delaney Pridham,90,0,0,7,1,18,40,0,0,2,1,0,0,0,1,2,0,90,F
45818,Regular,Ottawa Rapid,Kayla Adamek,75,0,0,1,0,27,59,1,0,4,2,0,0,0,1,2,0,75,D
45818,Regular,Ottawa Rapid,Julia Benati,63,0,0,1,1,24,33,0,0,0,0,0,0,0,1,1,0,63,M
45818,Regular,Ottawa Rapid,Stella Downing,63,0,0,0,0,12,28,1,0,2,1,0,0,0,1,1,0,63,F
45818,Regular,Ottawa Rapid,Miranda Smith,45,0,0,0,0,27,36,0,0,0,1,0,0,0,1,0,0,45,M
45818,Regular,Ottawa Rapid,Melanie Forbes,45,0,1,0,0,9,17,1,1,0,1,0,0,0,1,0,0,45,F
45818,Regular,Ottawa Rapid,Johanne Fridlund,45,0,0,0,0,13,24,1,0,2,0,0,0,0,0,2,45,90,F
45818,Regular,Ottawa Rapid,Min-A Lee,45,0,0,0,0,17,27,1,0,1,2,0,0,0,0,2,45,90,M
45818,Regular,Ottawa Rapid,Florence Belzile,27,0,0,0,0,5,12,0,0,1,0,0,0,0,0,1,63,90,F
45818,Regular,Ottawa Rapid,Susanne Haaland,27,0,0,0,0,10,12,0,0,0,0,0,0,0,0,1,63,90,M
45818,Regular,Ottawa Rapid,Naomi Lofthouse,15,0,0,0,0,11,20,0,0,0,2,0,0,0,0,0,75,90,D
45818,Regular,Ottawa Rapid,Mollie Eriksson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45818,Regular,Ottawa Rapid,Ellen Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45818,Regular,Ottawa Rapid,Mia Ugarte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,Vancouver Rise,Lisa Pechersky,90,0,0,1,0,23,66,2,0,2,0,0,0,0,2,3,0,90,D
45819,Regular,Vancouver Rise,Shannon Woeller,90,0,0,0,0,90,99,0,0,3,0,0,0,0,2,3,0,90,D
45819,Regular,Vancouver Rise,Jasmyne Spencer,90,0,0,0,0,38,65,0,0,4,0,0,0,0,2,3,0,90,D
45819,Regular,Vancouver Rise,Samantha Chang,90,0,1,0,0,42,67,10,8,2,0,0,0,0,2,3,0,90,M
45819,Regular,Vancouver Rise,Holly Ward,90,0,0,1,0,10,35,1,0,2,0,0,0,0,2,3,0,90,F
45819,Regular,Vancouver Rise,Josie Longhurst,90,0,0,4,1,27,49,0,0,4,2,1,0,0,2,3,0,90,F
45819,Regular,Vancouver Rise,Mariah Lee,90,1,0,2,1,18,41,2,0,2,3,0,0,0,2,3,0,90,F
45819,Regular,Vancouver Rise,Emily Wong,68,0,0,0,0,15,25,0,0,2,0,0,0,0,0,2,0,68,M
45819,Regular,Vancouver Rise,Ariel Young,45,0,0,1,0,32,42,0,0,4,1,0,0,0,0,2,0,45,D
45819,Regular,Vancouver Rise,Nedya Sawan,45,0,0,1,0,10,18,0,0,0,1,1,0,0,0,2,0,45,F
45819,Regular,Vancouver Rise,Jessika Cowart,45,0,0,1,0,33,36,0,0,0,1,0,0,0,2,1,45,90,D
45819,Regular,Vancouver Rise,Jaylyn Wright,45,0,0,1,1,33,49,0,0,1,0,0,0,0,2,1,45,90,D
45819,Regular,Vancouver Rise,Quinn,22,1,0,1,1,21,28,1,0,0,1,0,0,0,2,1,68,90,M
45819,Regular,Vancouver Rise,Kayla Gonçalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,Vancouver Rise,Jessica De Filippo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,Vancouver Rise,Jade Mitchell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,Vancouver Rise,Anaïs Oularbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,Vancouver Rise,Chloe Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,Vancouver Rise,Jessica Wulf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,AFC Toronto,Ashley Cathro,90,0,0,0,0,50,62,0,0,1,2,1,0,0,3,2,0,90,D
45819,Regular,AFC Toronto,Croix Soto,90,0,0,0,0,44,59,1,0,1,0,0,0,0,3,2,0,90,D
45819,Regular,AFC Toronto,Kaela Hansen,90,0,0,0,0,34,49,0,0,3,0,0,0,0,3,2,0,90,D
45819,Regular,AFC Toronto,Colby Barnett,90,0,0,1,0,30,73,4,1,3,0,0,0,0,3,2,0,90,M
45819,Regular,AFC Toronto,Victoria Pickett,90,0,1,0,0,32,41,0,0,3,1,0,0,0,3,2,0,90,M
45819,Regular,AFC Toronto,Emma Regan,90,1,0,1,1,36,48,3,4,0,2,1,0,0,3,2,0,90,M
45819,Regular,AFC Toronto,Nikayla Small,90,1,0,1,1,29,67,0,0,9,2,0,0,0,3,2,0,90,M
45819,Regular,AFC Toronto,Kaylee Hunter,89,1,0,2,1,26,49,1,0,2,4,0,0,0,3,1,0,89,F
45819,Regular,AFC Toronto,Shaina Ashouri,82,0,0,1,0,22,41,0,0,3,2,0,0,0,3,1,0,82,M
45819,Regular,AFC Toronto,Esther Okoronkwo,72,0,1,2,0,20,44,2,0,1,2,0,0,0,2,1,0,72,F
45819,Regular,AFC Toronto,Jade Kovacevic,18,0,0,0,0,6,9,0,0,1,0,0,0,0,1,1,72,90,F
45819,Regular,AFC Toronto,Nyota Katembo,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,82,90,M
45819,Regular,AFC Toronto,Sarah Rollins,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,89,90,D
45819,Regular,AFC Toronto,Sierra Deolinda Cota-Yarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,AFC Toronto,Hye-Ji Hong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,AFC Toronto,Aoi Kizaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,AFC Toronto,April Lantaigne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45819,Regular,AFC Toronto,Cloey Uddenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Ottawa Rapid,Jyllissa Harris,90,0,0,1,0,67,80,0,0,2,0,0,0,0,1,2,0,90,D
45822,Regular,Ottawa Rapid,Kayla Adamek,90,0,0,0,0,41,76,0,0,2,0,0,0,0,1,2,0,90,D
45822,Regular,Ottawa Rapid,Desiree Scott,90,0,0,0,0,42,59,0,0,7,0,0,0,0,1,2,0,90,M
45822,Regular,Ottawa Rapid,Delaney Pridham,90,1,0,3,3,19,34,0,0,0,2,1,0,0,1,2,0,90,F
45822,Regular,Ottawa Rapid,Nicola Golen,86,0,0,0,0,22,42,0,0,4,1,0,0,0,1,2,0,86,D
45822,Regular,Ottawa Rapid,Hyo-Joo Choo,86,0,1,0,0,30,52,5,4,2,0,0,0,0,1,2,0,86,M
45822,Regular,Ottawa Rapid,Stella Downing,77,0,0,1,0,14,27,0,0,1,0,0,0,0,1,2,0,77,M
45822,Regular,Ottawa Rapid,Susanne Haaland,60,0,0,0,0,42,50,0,0,1,0,0,0,0,1,1,30,90,D
45822,Regular,Ottawa Rapid,Melanie Forbes,45,0,0,0,0,10,18,0,0,2,0,0,0,0,0,1,0,45,M
45822,Regular,Ottawa Rapid,Ellen Gibson,45,0,0,1,0,19,25,0,0,0,1,0,0,0,1,1,45,90,M
45822,Regular,Ottawa Rapid,Min-A Lee,30,0,0,0,0,7,13,0,0,0,1,0,0,0,0,1,0,30,F
45822,Regular,Ottawa Rapid,Olivia Scott,27,0,0,0,0,20,21,0,0,0,1,0,0,0,0,1,0,27,D
45822,Regular,Ottawa Rapid,Florence Belzile,13,0,0,0,0,4,14,0,0,1,0,0,0,0,0,0,77,90,M
45822,Regular,Ottawa Rapid,Julia Benati,4,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,86,90,M
45822,Regular,Ottawa Rapid,Johanne Fridlund,4,0,0,0,0,2,7,3,2,0,0,0,0,0,0,0,86,90,M
45822,Regular,Ottawa Rapid,Melissa Dagenais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Ottawa Rapid,Ngozi Okobi-Okeoghene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Ottawa Rapid,Miranda Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Ottawa Rapid,Olivia Scott,63,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,27,90,D
45822,Regular,Montreal Roses,Stephanie Hill,90,0,0,1,0,90,105,0,0,2,1,0,0,0,2,1,0,90,D
45822,Regular,Montreal Roses,Lucy Cappadona,90,0,0,0,0,78,84,0,0,0,0,0,0,0,2,1,0,90,D
45822,Regular,Montreal Roses,Hailey Whitaker,90,0,0,0,0,35,62,2,0,2,0,0,0,0,2,1,0,90,D
45822,Regular,Montreal Roses,Mégane Sauvé,90,0,0,0,0,35,60,2,0,6,1,0,0,0,2,1,0,90,M
45822,Regular,Montreal Roses,Allie Hess,90,0,0,0,0,52,66,1,0,2,0,0,0,0,2,1,0,90,M
45822,Regular,Montreal Roses,Charlotte Bilbault,90,0,1,3,0,53,75,6,4,2,1,0,0,0,2,1,0,90,M
45822,Regular,Montreal Roses,Tanya Boychuk,90,1,0,4,1,15,35,0,0,1,1,0,0,0,2,1,0,90,F
45822,Regular,Montreal Roses,Noémi Paquin,82,0,0,6,0,24,42,0,0,1,0,0,0,0,2,1,0,82,M
45822,Regular,Montreal Roses,Jodi Smith,67,0,1,0,0,30,59,3,0,4,0,0,0,0,2,1,0,67,D
45822,Regular,Montreal Roses,Latifah Abdu,67,1,0,1,1,15,29,0,0,1,0,0,0,0,2,1,0,67,F
45822,Regular,Montreal Roses,Claire Monyard,23,0,0,0,0,8,14,0,0,0,1,1,0,0,0,0,67,90,F
45822,Regular,Montreal Roses,Lara Schenk,23,0,0,0,0,14,20,0,0,2,0,0,0,0,0,0,67,90,D
45822,Regular,Montreal Roses,Lorie Thibault,8,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,82,90,M
45822,Regular,Montreal Roses,Mara Bouchard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Montreal Roses,Mathilde Lachance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Montreal Roses,Gabrielle Lambert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Montreal Roses,Anne-Marie Laroche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Montreal Roses,Julia Leas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Montreal Roses,Félicia Roy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Calgary Wild,Meikayla Moore,90,0,0,1,0,62,77,0,0,1,0,0,0,0,1,2,0,90,D
45822,Regular,Calgary Wild,Grace Stordy,90,0,1,0,0,51,93,3,0,5,4,1,0,0,1,2,0,90,D
45822,Regular,Calgary Wild,Jaclyn Sawicki,90,0,0,1,0,56,71,1,0,2,0,0,0,0,1,2,0,90,M
45822,Regular,Calgary Wild,Meggie Dougherty Howard,90,0,0,0,0,45,67,3,2,3,2,1,0,0,1,2,0,90,M
45822,Regular,Calgary Wild,Jenaya Robertson,90,0,0,2,1,29,46,0,0,3,4,0,0,0,1,2,0,90,M
45822,Regular,Calgary Wild,Serita Thurton,90,0,0,0,0,26,42,1,0,0,1,0,0,0,1,2,0,90,M
45822,Regular,Calgary Wild,Ally Green,83,0,0,0,0,37,51,1,0,2,0,0,0,0,1,2,0,83,D
45822,Regular,Calgary Wild,Christie Gray,82,0,0,1,0,25,48,2,0,2,1,0,0,0,1,2,8,90,D
45822,Regular,Calgary Wild,Danielle Steer,72,1,0,1,1,10,23,0,0,0,1,0,0,0,1,2,0,72,F
45822,Regular,Calgary Wild,Keelyn Stewart,45,0,0,0,0,9,13,0,0,1,0,0,0,0,0,2,0,45,M
45822,Regular,Calgary Wild,Talia White,45,0,0,0,0,24,27,0,0,1,0,0,0,0,1,0,45,90,D
45822,Regular,Calgary Wild,Taegan Stewart,18,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,72,90,F
45822,Regular,Calgary Wild,Tilly James,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,D
45822,Regular,Calgary Wild,Madison Wilson,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,90,F
45822,Regular,Calgary Wild,Stephanie Bukovec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Calgary Wild,Kahli Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Calgary Wild,Clara Monck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Calgary Wild,Sonia O'Neill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,Calgary Wild,Mijke Roelfsema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,AFC Toronto,Sarah Rollins,90,0,0,0,0,27,33,0,0,0,1,0,0,0,2,1,0,90,D
45822,Regular,AFC Toronto,Croix Soto,90,0,0,0,0,19,28,1,0,0,1,0,0,0,2,1,0,90,D
45822,Regular,AFC Toronto,Kaela Hansen,90,0,0,0,0,27,31,0,0,0,1,0,0,0,2,1,0,90,D
45822,Regular,AFC Toronto,Colby Barnett,90,0,0,2,1,23,54,4,3,5,1,0,0,0,2,1,0,90,M
45822,Regular,AFC Toronto,Victoria Pickett,90,0,0,1,0,16,30,0,0,3,0,0,0,0,2,1,0,90,M
45822,Regular,AFC Toronto,Emma Regan,90,0,0,1,0,38,53,2,2,0,1,1,0,0,2,1,0,90,M
45822,Regular,AFC Toronto,Nikayla Small,90,2,0,4,2,30,73,2,0,5,3,0,0,0,2,1,0,90,M
45822,Regular,AFC Toronto,Shaina Ashouri,85,0,0,0,0,21,44,1,0,0,0,0,0,0,2,1,0,85,M
45822,Regular,AFC Toronto,Kaylee Hunter,77,0,1,3,0,18,36,1,0,2,0,0,0,0,2,1,0,77,F
45822,Regular,AFC Toronto,Esther Okoronkwo,57,0,1,5,3,13,35,2,0,2,0,0,0,0,2,1,0,57,F
45822,Regular,AFC Toronto,Jade Kovacevic,33,0,0,1,1,6,17,1,0,0,0,0,0,0,0,0,57,90,F
45822,Regular,AFC Toronto,Nyota Katembo,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,77,90,M
45822,Regular,AFC Toronto,Aoi Kizaki,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,85,90,M
45822,Regular,AFC Toronto,Ashley Cathro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,AFC Toronto,Sierra Deolinda Cota-Yarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,AFC Toronto,Hye-Ji Hong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,AFC Toronto,April Lantaigne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45822,Regular,AFC Toronto,Cloey Uddenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Ottawa Rapid,Hyo-Joo Choo,90,0,0,0,0,37,58,0,0,3,0,0,0,0,3,1,0,90,D
45829,Regular,Ottawa Rapid,Jyllissa Harris,90,0,0,0,0,70,83,0,0,3,0,0,0,0,3,1,0,90,D
45829,Regular,Ottawa Rapid,Susanne Haaland,90,0,0,0,0,45,50,0,0,1,0,0,0,0,3,1,0,90,D
45829,Regular,Ottawa Rapid,Kayla Adamek,90,0,0,0,0,34,61,3,0,2,2,1,0,0,3,1,0,90,D
45829,Regular,Ottawa Rapid,Ellen Gibson,90,0,0,0,0,35,45,1,0,1,3,0,0,0,3,1,0,90,M
45829,Regular,Ottawa Rapid,Desiree Scott,89,0,0,0,0,44,57,0,0,2,1,0,0,0,3,1,0,89,M
45829,Regular,Ottawa Rapid,Delaney Pridham,85,1,0,3,1,25,49,0,0,2,0,0,0,0,2,1,0,85,F
45829,Regular,Ottawa Rapid,Stella Downing,64,0,0,2,0,24,41,1,0,2,1,0,0,0,1,0,0,64,F
45829,Regular,Ottawa Rapid,Min-A Lee,64,0,0,2,1,29,42,1,0,1,1,0,0,0,1,0,0,64,F
45829,Regular,Ottawa Rapid,Johanne Fridlund,45,0,1,1,0,23,33,2,2,1,1,0,0,0,1,0,0,45,F
45829,Regular,Ottawa Rapid,Nicola Golen,45,1,1,1,1,12,24,1,0,1,0,0,0,0,2,1,45,90,F
45829,Regular,Ottawa Rapid,Julia Benati,26,0,0,0,0,7,10,1,0,0,1,0,0,0,2,1,64,90,F
45829,Regular,Ottawa Rapid,Melanie Forbes,26,1,1,1,1,6,12,2,1,2,0,0,0,0,2,1,64,90,M
45829,Regular,Ottawa Rapid,Florence Belzile,5,0,0,1,1,2,4,0,0,0,0,0,0,0,1,0,85,90,F
45829,Regular,Ottawa Rapid,Miranda Smith,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,M
45829,Regular,Ottawa Rapid,Melissa Dagenais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Ottawa Rapid,Ngozi Okobi-Okeoghene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Ottawa Rapid,Jazmine Wilkinson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Calgary Wild,Talia White,90,0,0,0,0,63,74,0,0,1,0,0,0,0,1,3,0,90,D
45829,Regular,Calgary Wild,Meikayla Moore,90,0,0,0,0,85,104,0,0,0,1,1,0,0,1,3,0,90,D
45829,Regular,Calgary Wild,Jenaya Robertson,90,0,0,0,0,45,57,0,0,0,0,0,0,0,1,3,0,90,M
45829,Regular,Calgary Wild,Jaclyn Sawicki,90,0,0,0,0,56,69,0,0,0,0,0,0,0,1,3,0,90,M
45829,Regular,Calgary Wild,Meggie Dougherty Howard,90,0,0,1,1,42,70,10,4,2,0,0,0,0,1,3,0,90,M
45829,Regular,Calgary Wild,Serita Thurton,83,0,0,0,0,25,43,0,0,0,0,0,0,0,1,2,0,83,F
45829,Regular,Calgary Wild,Christie Gray,74,0,0,3,1,12,31,1,0,0,1,0,0,0,0,2,0,74,F
45829,Regular,Calgary Wild,Grace Stordy,73,0,0,0,0,36,61,1,0,5,0,0,0,0,0,2,0,73,D
45829,Regular,Calgary Wild,Danielle Steer,73,0,0,1,0,12,20,1,0,1,0,0,0,0,0,2,0,73,F
45829,Regular,Calgary Wild,Sarah Griffith,67,0,0,1,1,30,50,1,0,3,1,0,0,0,1,2,16,83,D
45829,Regular,Calgary Wild,Ally Green,16,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,16,D
45829,Regular,Calgary Wild,Sonia O'Neill,17,1,0,1,1,10,14,0,0,0,0,0,0,0,1,1,73,90,D
45829,Regular,Calgary Wild,Taegan Stewart,17,0,0,0,0,5,6,1,0,0,0,0,0,0,1,1,73,90,F
45829,Regular,Calgary Wild,Kahli Johnson,16,0,0,0,0,7,11,1,0,0,1,0,0,0,1,1,74,90,M
45829,Regular,Calgary Wild,Keelyn Stewart,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,83,90,M
45829,Regular,Calgary Wild,Madison Wilson,7,0,0,0,0,2,5,1,0,1,0,0,0,0,0,1,83,90,F
45829,Regular,Calgary Wild,Stephanie Bukovec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Calgary Wild,Clara Monck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,AFC Toronto,Sarah Rollins,90,0,0,0,0,50,58,0,0,1,0,0,0,1,3,1,0,90,D
45829,Regular,AFC Toronto,Croix Soto,90,0,0,0,0,52,58,0,0,1,0,0,0,0,3,1,0,90,D
45829,Regular,AFC Toronto,Kaela Hansen,90,0,0,1,1,51,65,0,0,3,0,0,0,0,3,1,0,90,D
45829,Regular,AFC Toronto,Colby Barnett,90,0,0,1,0,30,67,7,1,2,2,0,0,0,3,1,0,90,M
45829,Regular,AFC Toronto,Emma Regan,90,0,0,2,1,51,68,5,6,4,0,0,0,0,3,1,0,90,M
45829,Regular,AFC Toronto,Victoria Pickett,90,0,1,0,0,43,68,0,0,2,0,0,0,0,3,1,0,90,M
45829,Regular,AFC Toronto,Nikayla Small,90,0,0,1,0,40,82,2,0,6,3,0,0,0,3,1,0,90,M
45829,Regular,AFC Toronto,Kaylee Hunter,89,2,1,4,3,20,55,0,0,2,1,0,0,0,3,1,0,89,F
45829,Regular,AFC Toronto,Aoi Kizaki,73,0,0,1,0,22,33,1,0,2,0,0,0,0,3,1,0,73,M
45829,Regular,AFC Toronto,Esther Okoronkwo,73,1,1,3,3,26,48,4,0,1,2,0,0,0,3,1,0,73,F
45829,Regular,AFC Toronto,Nyota Katembo,17,0,0,0,0,8,26,0,0,3,0,0,0,0,0,0,73,90,M
45829,Regular,AFC Toronto,Jade Kovacevic,17,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,73,90,F
45829,Regular,AFC Toronto,April Lantaigne,1,0,0,1,0,2,5,0,0,0,1,1,0,0,0,0,89,90,F
45829,Regular,AFC Toronto,Ashley Cathro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,AFC Toronto,Sierra Deolinda Cota-Yarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,AFC Toronto,Hye-Ji Hong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,AFC Toronto,Cloey Uddenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Halifax Tides,Annika Leslie,90,0,0,0,0,45,69,0,0,3,1,0,0,0,1,3,0,90,D
45829,Regular,Halifax Tides,Sara Olai,90,0,0,1,1,48,60,0,0,1,0,0,0,0,1,3,0,90,D
45829,Regular,Halifax Tides,Éva Frémaux,90,0,0,0,0,39,74,0,0,6,1,0,0,0,1,3,0,90,D
45829,Regular,Halifax Tides,Karima Lemire,90,0,0,0,0,34,46,0,0,4,0,0,0,0,1,3,0,90,M
45829,Regular,Halifax Tides,Sydney Kennedy,90,0,0,1,0,20,48,2,2,4,1,0,0,0,1,3,0,90,F
45829,Regular,Halifax Tides,Megumi Nakamura,90,0,0,1,0,24,43,1,0,4,0,0,0,0,1,3,0,90,F
45829,Regular,Halifax Tides,Kiley Norkus,77,0,0,0,0,26,45,0,0,1,1,1,0,0,1,3,0,77,D
45829,Regular,Halifax Tides,Milly Clegg,60,0,0,0,0,7,18,0,0,2,1,0,0,0,1,3,0,60,F
45829,Regular,Halifax Tides,Gianna Creighton,58,0,0,0,0,25,35,0,0,2,0,0,0,0,1,3,0,58,M
45829,Regular,Halifax Tides,Saorla Miller,58,0,0,0,0,11,19,0,0,0,0,0,0,0,1,3,0,58,F
45829,Regular,Halifax Tides,Daphnée Blouin,32,0,0,0,0,6,12,0,0,3,2,0,0,0,0,0,58,90,M
45829,Regular,Halifax Tides,Marika Guay,32,0,0,1,1,9,19,0,0,5,2,0,0,0,0,0,58,90,M
45829,Regular,Halifax Tides,Christabel Oduro,30,0,0,0,0,11,18,0,0,3,0,0,0,0,0,0,60,90,F
45829,Regular,Halifax Tides,Anne-Valérie Seto,13,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,77,90,M
45829,Regular,Halifax Tides,Sophie Daphnée Marion Eliane Guilmette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45829,Regular,Halifax Tides,Mya Harnish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45830,Regular,Vancouver Rise,Jasmyne Spencer,90,0,0,1,0,50,82,2,0,1,0,0,0,0,0,0,0,90,D
45830,Regular,Vancouver Rise,Shannon Woeller,90,0,0,0,0,72,82,0,0,1,1,0,0,0,0,0,0,90,D
45830,Regular,Vancouver Rise,Jaylyn Wright,90,0,0,1,0,62,94,0,0,3,0,0,0,0,0,0,0,90,D
45830,Regular,Vancouver Rise,Quinn,90,0,0,0,0,69,91,2,0,1,0,0,0,0,0,0,0,90,M
45830,Regular,Vancouver Rise,Samantha Chang,90,0,0,3,2,51,75,7,4,2,1,0,0,0,0,0,0,90,M
45830,Regular,Vancouver Rise,Holly Ward,90,0,0,3,2,17,41,2,0,2,0,0,0,0,0,0,0,90,F
45830,Regular,Vancouver Rise,Lisa Pechersky,90,0,0,1,0,38,73,3,0,6,1,0,0,0,0,0,0,90,F
45830,Regular,Vancouver Rise,Ariel Young,71,0,0,1,0,51,57,0,0,0,1,0,0,0,0,0,0,71,D
45830,Regular,Vancouver Rise,Mariah Lee,71,0,0,2,2,14,27,1,0,3,2,0,0,0,0,0,0,71,F
45830,Regular,Vancouver Rise,Josie Longhurst,63,0,0,2,1,22,33,1,0,1,0,0,0,0,0,0,0,63,F
45830,Regular,Vancouver Rise,Sienna Gibson,27,0,0,0,0,7,14,0,0,2,0,0,0,0,0,0,63,90,M
