Date,Type,Team,Player,MIN,G,A,TSA,OSA,TP,TCH,TCR,CT,TT,F,YC,RC,OG,GF,GA,In,Out,P
45763,Regular,Vancouver Rise,Jasmyne Spencer,90,0,0,0,0,38,75,3,0,1,1,1,0,0,1,0,0,90,D
45763,Regular,Vancouver Rise,Shannon Woeller,90,0,0,0,0,71,78,0,0,1,0,0,0,0,1,0,0,90,D
45763,Regular,Vancouver Rise,Jaylyn Wright,90,0,0,0,0,35,62,2,0,3,0,0,0,0,1,0,0,90,D
45763,Regular,Vancouver Rise,Nikki Stanton,90,0,0,1,1,48,63,2,3,3,0,0,0,0,1,0,0,90,M
45763,Regular,Vancouver Rise,Quinn,90,1,0,2,1,73,88,2,0,2,0,0,0,0,1,0,0,90,M
45763,Regular,Vancouver Rise,Holly Ward,90,0,0,3,1,24,56,2,0,2,0,0,0,0,1,0,0,90,F
45763,Regular,Vancouver Rise,Jessika Cowart,89,0,0,0,0,65,76,0,0,1,1,0,0,0,1,0,0,89,D
45763,Regular,Vancouver Rise,Mariah Lee,73,0,0,1,0,17,31,0,0,3,1,0,0,0,1,0,0,73,F
45763,Regular,Vancouver Rise,Josie Longhurst,64,0,0,0,0,14,24,0,0,1,1,0,0,0,1,0,0,64,M
45763,Regular,Vancouver Rise,Lisa Pechersky,64,0,0,1,1,14,24,0,0,2,0,0,0,0,1,0,0,64,F
45763,Regular,Vancouver Rise,Sofia Hagman,26,0,0,1,0,12,16,0,0,0,1,0,0,0,0,0,64,90,M
45763,Regular,Vancouver Rise,Sara Lilja Vidlund,26,0,0,2,0,7,19,0,0,1,2,0,0,0,0,0,64,90,M
45763,Regular,Vancouver Rise,Nedya Sawan,17,0,0,0,0,7,12,0,0,0,1,1,0,0,0,0,73,90,F
45763,Regular,Vancouver Rise,Kennedy Faulknor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,D
45763,Regular,Vancouver Rise,Kayla Gonçalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45763,Regular,Vancouver Rise,Jessica De Filippo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45763,Regular,Vancouver Rise,Anaïs Oularbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45763,Regular,Vancouver Rise,Kirstin Tynan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45763,Regular,Vancouver Rise,Jessica Wulf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45763,Regular,Calgary Wild,Mijke Roelfsema,90,0,0,0,0,62,75,0,0,4,1,0,0,0,0,1,0,90,D
45763,Regular,Calgary Wild,Meikayla Moore,90,0,0,0,0,52,63,0,0,0,1,1,0,0,0,1,0,90,D
45763,Regular,Calgary Wild,Grace Stordy,90,0,0,0,0,31,67,2,0,2,2,0,0,0,0,1,0,90,D
45763,Regular,Calgary Wild,Jaclyn Sawicki,90,0,0,3,1,34,45,0,0,0,1,0,0,0,0,1,0,90,M
45763,Regular,Calgary Wild,Meggie Dougherty Howard,90,0,0,1,0,38,57,2,2,1,1,1,0,0,0,1,0,90,M
45763,Regular,Calgary Wild,Kahli Johnson,90,0,0,2,0,23,42,2,0,2,1,0,0,0,0,1,0,90,F
45763,Regular,Calgary Wild,Ally Green,71,0,0,1,0,28,44,1,0,1,2,0,0,0,0,1,0,71,D
45763,Regular,Calgary Wild,Sarah Griffith,62,0,0,0,0,10,25,2,2,0,0,0,0,0,0,1,0,62,F
45763,Regular,Calgary Wild,Sonia O'Neill,45,0,0,0,0,22,34,0,0,3,0,0,0,0,0,1,0,45,M
45763,Regular,Calgary Wild,Christie Gray,45,0,0,0,0,11,25,2,0,1,1,0,0,0,0,1,0,45,F
45763,Regular,Calgary Wild,Serita Thurton,45,0,0,0,0,13,18,4,0,0,0,0,0,0,0,0,45,90,F
45763,Regular,Calgary Wild,Jenaya Robertson,33,0,0,1,0,8,17,0,0,1,0,0,0,0,0,0,45,78,M
45763,Regular,Calgary Wild,Danielle Steer,28,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,62,90,F
45763,Regular,Calgary Wild,Caleigh Boeckx,19,0,0,0,0,11,20,0,0,1,0,0,0,0,0,0,71,90,M
45763,Regular,Calgary Wild,Taegan Stewart,12,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,78,90,M
45763,Regular,Calgary Wild,Tilly James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45763,Regular,Calgary Wild,Sarah Keilty-Dilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,Kaela Hansen,90,0,0,0,0,49,61,0,0,0,0,0,0,0,0,1,0,90,D
45766,Regular,AFC Toronto,Hye-Ji Hong,90,0,0,0,0,60,70,0,0,0,0,0,0,0,0,1,0,90,D
45766,Regular,AFC Toronto,Cloey Uddenberg,90,0,0,0,0,65,89,1,0,1,0,0,0,0,0,1,0,90,D
45766,Regular,AFC Toronto,Colby Barnett,90,0,0,3,1,40,86,11,5,2,0,0,0,0,0,1,0,90,M
45766,Regular,AFC Toronto,Emma Regan,90,0,0,4,2,38,62,2,0,4,0,0,0,0,0,1,0,90,M
45766,Regular,AFC Toronto,Victoria Pickett,90,0,0,0,0,34,52,0,0,2,0,0,0,0,0,1,0,90,M
45766,Regular,AFC Toronto,Shaina Ashouri,90,0,0,3,1,22,46,1,0,4,1,0,0,0,0,1,0,90,F
45766,Regular,AFC Toronto,Nikayla Small,90,0,0,1,1,23,49,3,0,1,4,0,0,0,0,1,0,90,F
45766,Regular,AFC Toronto,Esther Okoronkwo,79,0,0,1,0,15,34,1,0,5,2,0,0,0,0,1,0,79,F
45766,Regular,AFC Toronto,Nyota Katembo,60,0,0,0,0,24,46,1,0,1,0,0,0,0,0,1,0,60,M
45766,Regular,AFC Toronto,Kaylee Hunter,30,0,0,4,1,7,19,0,0,1,1,0,0,0,0,0,60,90,F
45766,Regular,AFC Toronto,Aoi Kizaki,11,0,0,0,0,7,12,0,0,2,0,0,0,0,0,0,79,90,M
45766,Regular,AFC Toronto,Ashley Cathro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,Sierra Deolinda Cota-Yarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,April Lantaigne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,Ivymae Perez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,Sarah Rollins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,Croix Soto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,AFC Toronto,Sonia Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,Montreal Roses,Jodi Smith,90,0,0,0,0,19,45,0,0,3,2,0,0,0,1,0,0,90,D
45766,Regular,Montreal Roses,Julia Leas,90,0,0,0,0,30,45,0,0,1,1,0,0,0,1,0,0,90,D
45766,Regular,Montreal Roses,Lucy Cappadona,90,0,0,0,0,24,43,1,0,3,0,0,0,0,1,0,0,90,D
45766,Regular,Montreal Roses,Mégane Sauvé,90,0,0,0,0,22,50,2,1,4,2,0,0,0,1,0,0,90,M
45766,Regular,Montreal Roses,Allie Hess,90,0,0,0,0,23,35,0,0,1,0,0,0,0,1,0,0,90,M
45766,Regular,Montreal Roses,Charlotte Bilbault,90,0,0,0,0,37,61,0,0,7,2,1,0,0,1,0,0,90,M
45766,Regular,Montreal Roses,Tanya Boychuk,87,1,0,1,1,17,38,1,0,3,3,0,0,0,1,0,0,87,F
45766,Regular,Montreal Roses,Hailey Whitaker,79,0,0,0,0,20,47,0,0,1,1,0,0,0,1,0,0,79,D
45766,Regular,Montreal Roses,Noémi Paquin,79,0,0,1,0,13,28,0,0,3,0,0,0,0,1,0,0,79,F
45766,Regular,Montreal Roses,Latifah Abdu,61,0,0,2,1,16,31,1,1,0,3,0,0,0,1,0,0,61,F
45766,Regular,Montreal Roses,Claire Monyard,29,0,0,0,0,5,7,0,0,1,2,0,0,0,0,0,61,90,F
45766,Regular,Montreal Roses,Mathilde Lachance,11,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,79,90,D
45766,Regular,Montreal Roses,Lorie Thibault,11,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,79,90,M
45766,Regular,Montreal Roses,Stephanie Hill,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,87,90,D
45766,Regular,Montreal Roses,Mara Bouchard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,Montreal Roses,Gabrielle Lambert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45766,Regular,Montreal Roses,Félicia Roy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45773,Regular,Halifax Tides,Addy Weichers,90,0,0,1,0,35,50,0,0,2,0,0,0,0,1,4,0,90,D
45773,Regular,Halifax Tides,Sara Olai,90,0,0,0,0,27,38,0,0,1,2,1,0,0,1,4,0,90,D
45773,Regular,Halifax Tides,Gunny Jónsdóttir,90,0,0,0,0,23,46,4,3,1,2,1,0,0,1,4,0,90,M
45773,Regular,Halifax Tides,Sydney Kennedy,90,0,0,1,1,8,41,3,3,4,2,0,0,0,1,4,0,90,F
45773,Regular,Halifax Tides,Saorla Miller,90,0,0,0,0,12,32,2,0,3,0,0,0,0,1,4,0,90,F
45773,Regular,Halifax Tides,Éva Frémaux,89,0,0,3,0,15,52,1,0,5,6,0,0,0,1,4,0,89,D
45773,Regular,Halifax Tides,Kiley Norkus,74,0,0,0,0,14,37,0,0,3,1,0,0,0,1,3,0,74,D
45773,Regular,Halifax Tides,Marika Guay,74,1,0,1,1,6,19,0,0,1,1,0,0,0,1,3,0,74,M
45773,Regular,Halifax Tides,Megumi Nakamura,61,0,0,1,0,9,23,1,0,3,0,0,0,0,1,3,0,61,F
45773,Regular,Halifax Tides,Christabel Oduro,45,0,0,0,0,8,11,0,0,1,1,0,0,0,0,3,0,45,F
45773,Regular,Halifax Tides,Sarah Taylor,45,0,0,1,0,12,26,0,0,2,0,0,0,0,1,1,45,90,F
45773,Regular,Halifax Tides,Daphnée Blouin,29,0,0,1,1,6,12,0,0,2,2,0,0,0,0,1,61,90,F
45773,Regular,Halifax Tides,Gianna Creighton,16,0,0,0,0,8,12,0,0,0,0,0,0,0,0,1,74,90,M
45773,Regular,Halifax Tides,Karima Lemire,16,0,0,0,0,10,16,0,0,0,0,0,0,0,0,1,74,90,D
45773,Regular,Halifax Tides,Anne-Valérie Seto,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,89,90,D
45773,Regular,Halifax Tides,Anika Tóth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45773,Regular,Calgary Wild,Mijke Roelfsema,90,0,0,1,0,63,81,5,4,1,0,0,0,0,4,1,0,90,D
45773,Regular,Calgary Wild,Grace Stordy,90,0,0,1,0,34,84,3,0,5,0,0,0,0,4,1,0,90,D
45773,Regular,Calgary Wild,Taegan Stewart,90,0,1,0,0,15,32,0,1,3,0,0,0,0,4,1,0,90,M
45773,Regular,Calgary Wild,Jaclyn Sawicki,90,0,0,0,0,27,33,0,0,1,0,0,0,0,4,1,0,90,M
45773,Regular,Calgary Wild,Kahli Johnson,90,2,0,3,3,21,58,2,0,5,3,0,0,0,4,1,0,90,F
45773,Regular,Calgary Wild,Meggie Dougherty Howard,84,1,0,4,1,43,58,4,1,1,3,0,0,0,4,1,0,84,M
45773,Regular,Calgary Wild,Sarah Griffith,84,0,1,3,1,18,48,7,3,4,1,0,0,0,4,1,0,84,F
45773,Regular,Calgary Wild,Ally Green,77,0,0,0,0,29,53,1,0,0,1,0,0,0,3,1,0,77,D
45773,Regular,Calgary Wild,Serita Thurton,70,0,0,0,0,10,28,2,0,2,2,0,0,0,3,1,0,70,F
45773,Regular,Calgary Wild,Meikayla Moore,45,1,0,1,1,37,41,0,0,0,1,0,0,0,3,0,0,45,D
45773,Regular,Calgary Wild,Tilly James,45,0,0,0,0,14,22,0,0,0,1,0,0,0,1,1,45,90,D
45773,Regular,Calgary Wild,Caleigh Boeckx,20,0,0,0,0,8,16,0,0,0,2,0,0,0,1,0,70,90,F
45773,Regular,Calgary Wild,Madison Wilson,13,0,0,0,0,4,8,0,0,0,0,0,0,0,1,0,77,90,D
45773,Regular,Calgary Wild,Christie Gray,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,84,90,F
45773,Regular,Calgary Wild,Sonia O'Neill,6,0,0,1,0,4,12,0,0,3,0,0,0,0,0,0,84,90,M
45773,Regular,Calgary Wild,Sarah Keilty-Dilling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45773,Regular,Calgary Wild,Danielle Steer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45773,Regular,Calgary Wild,Keelyn Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45773,Regular,Calgary Wild,Talia White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Ottawa Rapid,Hyo-Joo Choo,90,0,0,1,0,37,64,2,2,3,1,0,0,0,2,1,0,90,D
45774,Regular,Ottawa Rapid,Jyllissa Harris,90,0,0,0,0,35,50,0,0,2,0,0,0,0,2,1,0,90,D
45774,Regular,Ottawa Rapid,Olivia Scott,90,0,0,0,0,34,56,0,0,2,0,0,0,0,2,1,0,90,D
45774,Regular,Ottawa Rapid,Kayla Adamek,90,0,0,0,0,30,47,3,0,1,4,0,0,0,2,1,0,90,D
45774,Regular,Ottawa Rapid,Ellen Gibson,90,0,1,2,0,32,51,0,0,5,1,0,0,0,2,1,0,90,M
45774,Regular,Ottawa Rapid,Delaney Pridham,90,0,0,3,2,35,56,1,0,2,3,0,0,0,2,1,0,90,F
45774,Regular,Ottawa Rapid,Desiree Scott,84,1,0,3,3,27,41,0,0,1,0,0,0,0,2,0,0,84,M
45774,Regular,Ottawa Rapid,Min-A Lee,77,1,0,1,1,23,36,1,0,0,0,0,0,0,1,0,0,77,F
45774,Regular,Ottawa Rapid,Melanie Forbes,66,0,0,0,0,14,25,1,1,2,0,0,0,0,1,0,0,66,M
45774,Regular,Ottawa Rapid,Johanne Fridlund,65,0,0,1,0,15,37,0,0,3,0,0,0,0,1,0,0,65,M
45774,Regular,Ottawa Rapid,Susanne Haaland,25,0,0,0,0,8,11,0,0,0,0,0,0,0,1,1,65,90,M
45774,Regular,Ottawa Rapid,Stella Downing,24,0,0,0,0,9,23,0,0,3,0,0,0,0,1,1,66,90,F
45774,Regular,Ottawa Rapid,Julia Benati,13,0,0,2,2,3,10,0,0,1,0,0,0,0,1,1,77,90,M
45774,Regular,Ottawa Rapid,Naomi Lofthouse,6,0,0,0,0,2,7,0,0,1,0,0,0,0,0,1,84,90,M
45774,Regular,Ottawa Rapid,Melissa Dagenais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Ottawa Rapid,Ngozi Okobi-Okeoghene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Ottawa Rapid,Miranda Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Ottawa Rapid,Mia Ugarte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,AFC Toronto,Kaela Hansen,90,0,0,1,0,67,71,0,0,0,0,0,0,0,1,2,0,90,D
45774,Regular,AFC Toronto,Hye-Ji Hong,90,0,0,1,0,61,71,0,0,0,0,0,0,0,1,2,0,90,D
45774,Regular,AFC Toronto,Cloey Uddenberg,90,0,0,0,0,71,92,1,0,3,0,0,0,0,1,2,0,90,D
45774,Regular,AFC Toronto,Colby Barnett,90,0,0,0,0,37,75,14,4,2,1,0,0,0,1,2,0,90,M
45774,Regular,AFC Toronto,Emma Regan,90,0,0,2,1,49,70,3,1,7,1,0,0,0,1,2,0,90,M
45774,Regular,AFC Toronto,Nikayla Small,90,0,0,3,1,36,64,0,0,2,1,0,0,0,1,2,0,90,F
45774,Regular,AFC Toronto,Esther Okoronkwo,90,0,0,3,0,23,45,1,0,2,1,0,0,0,1,2,0,90,F
45774,Regular,AFC Toronto,Shaina Ashouri,84,0,0,3,1,28,48,2,0,2,1,0,0,0,0,2,0,84,F
45774,Regular,AFC Toronto,Victoria Pickett,63,0,0,0,0,42,50,0,0,0,0,0,0,0,0,1,0,63,M
45774,Regular,AFC Toronto,Nyota Katembo,63,0,0,2,0,30,58,3,0,2,1,0,0,0,0,1,0,63,M
45774,Regular,AFC Toronto,Kaylee Hunter,27,1,0,2,1,5,13,0,0,0,1,0,0,0,1,1,63,90,F
45774,Regular,AFC Toronto,Aoi Kizaki,27,0,1,0,0,28,31,0,0,1,0,0,0,0,1,1,63,90,M
45774,Regular,AFC Toronto,April Lantaigne,6,0,0,1,1,8,16,2,0,0,0,0,0,0,1,0,84,90,M
45774,Regular,AFC Toronto,Ashley Cathro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,AFC Toronto,Sierra Deolinda Cota-Yarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,AFC Toronto,Ivymae Perez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,AFC Toronto,Sarah Rollins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,AFC Toronto,Croix Soto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,AFC Toronto,Sonia Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Vancouver Rise,Jasmyne Spencer,90,0,0,0,0,30,81,1,0,3,1,1,0,0,1,3,0,90,D
45774,Regular,Vancouver Rise,Shannon Woeller,90,0,0,0,0,73,85,0,0,1,0,0,0,0,1,3,0,90,D
45774,Regular,Vancouver Rise,Jaylyn Wright,90,0,0,0,0,39,68,1,0,1,0,0,0,0,1,3,0,90,D
45774,Regular,Vancouver Rise,Quinn,90,1,0,1,1,65,96,0,0,3,0,0,0,0,1,3,0,90,M
45774,Regular,Vancouver Rise,Josie Longhurst,90,0,0,2,0,25,47,2,0,2,3,0,0,0,1,3,0,90,M
45774,Regular,Vancouver Rise,Holly Ward,90,0,0,1,0,16,31,3,0,3,0,0,0,0,1,3,0,90,F
45774,Regular,Vancouver Rise,Mariah Lee,90,0,0,1,0,23,37,2,0,2,0,0,0,0,1,3,0,90,F
45774,Regular,Vancouver Rise,Nikki Stanton,72,0,0,0,0,38,52,6,4,4,2,0,0,0,1,3,0,72,M
45774,Regular,Vancouver Rise,Lisa Pechersky,72,0,0,2,1,14,27,0,0,1,2,0,0,0,1,3,0,72,F
45774,Regular,Vancouver Rise,Jessika Cowart,45,0,0,0,0,25,29,0,0,0,0,0,0,0,0,3,0,45,D
45774,Regular,Vancouver Rise,Kennedy Faulknor,45,0,0,0,0,27,33,0,0,0,0,0,0,0,1,0,45,90,D
45774,Regular,Vancouver Rise,Jessica De Filippo,18,0,0,1,0,5,8,1,0,0,2,0,0,0,0,0,72,90,F
45774,Regular,Vancouver Rise,Sofia Hagman,18,0,0,1,1,7,13,4,3,1,0,0,0,0,0,0,72,90,M
45774,Regular,Vancouver Rise,Kayla Gonçalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Vancouver Rise,Sienna Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Vancouver Rise,Anaïs Oularbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Vancouver Rise,Nedya Sawan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Vancouver Rise,Kirstin Tynan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Vancouver Rise,Jessica Wulf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Montreal Roses,Jodi Smith,90,0,0,0,0,38,68,0,0,3,0,0,0,0,3,1,0,90,D
45774,Regular,Montreal Roses,Lucy Cappadona,90,0,0,0,0,49,57,0,0,0,0,0,0,0,3,1,0,90,D
45774,Regular,Montreal Roses,Julia Leas,90,0,0,0,0,51,65,0,0,0,0,0,0,0,3,1,0,90,D
45774,Regular,Montreal Roses,Mégane Sauvé,90,0,1,1,0,29,42,1,2,3,2,0,0,0,3,1,0,90,M
45774,Regular,Montreal Roses,Allie Hess,90,1,0,1,1,28,45,0,0,3,1,0,0,0,3,1,0,90,M
45774,Regular,Montreal Roses,Noémi Paquin,89,0,0,2,1,23,51,0,0,6,0,0,0,0,3,1,0,89,F
45774,Regular,Montreal Roses,Hailey Whitaker,84,1,0,2,1,28,56,0,0,1,0,0,0,0,3,1,0,84,D
45774,Regular,Montreal Roses,Latifah Abdu,84,1,0,4,3,23,45,4,0,4,2,0,0,0,3,1,0,84,F
45774,Regular,Montreal Roses,Charlotte Bilbault,74,0,0,0,0,36,51,1,0,2,4,1,0,0,3,1,0,74,M
45774,Regular,Montreal Roses,Tanya Boychuk,75,0,1,0,0,9,28,3,0,2,4,0,0,0,3,1,0,75,F
45774,Regular,Montreal Roses,Félicia Roy,16,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,74,90,M
45774,Regular,Montreal Roses,Lorie Thibault,15,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,75,90,F
45774,Regular,Montreal Roses,Stephanie Hill,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,84,90,F
45774,Regular,Montreal Roses,Lara Schenk,6,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,84,90,D
45774,Regular,Montreal Roses,Claire Monyard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,F
45774,Regular,Montreal Roses,Mathilde Lachance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45774,Regular,Montreal Roses,Anne-Marie Laroche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,AFC Toronto,Ashley Cathro,90,0,0,0,0,40,49,0,0,1,1,0,0,0,2,1,0,90,D
45778,Regular,AFC Toronto,Hye-Ji Hong,90,0,0,0,0,38,53,0,0,2,2,1,0,0,2,1,0,90,D
45778,Regular,AFC Toronto,Croix Soto,90,0,0,0,0,23,44,0,0,4,1,0,0,0,2,1,0,90,D
45778,Regular,AFC Toronto,Colby Barnett,90,0,0,2,0,28,59,7,3,2,0,0,0,0,2,1,0,90,M
45778,Regular,AFC Toronto,Victoria Pickett,90,0,1,1,0,21,38,0,0,0,0,0,0,0,2,1,0,90,M
45778,Regular,AFC Toronto,Emma Regan,90,0,0,0,0,37,55,3,1,4,2,0,0,0,2,1,0,90,M
45778,Regular,AFC Toronto,Nikayla Small,90,0,1,2,0,31,54,1,0,3,4,0,0,0,2,1,0,90,M
45778,Regular,AFC Toronto,Esther Okoronkwo,90,2,0,2,2,12,40,2,0,2,2,1,0,0,2,1,0,90,F
45778,Regular,AFC Toronto,Kaylee Hunter,89,0,0,2,1,15,32,0,0,2,2,0,0,0,2,1,0,89,F
45778,Regular,AFC Toronto,Shaina Ashouri,74,0,0,0,0,24,47,2,0,1,0,0,0,0,2,0,0,74,F
45778,Regular,AFC Toronto,Aoi Kizaki,16,0,0,0,0,5,7,0,0,1,0,0,0,0,0,1,74,90,M
45778,Regular,AFC Toronto,Nyota Katembo,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,89,90,D
45778,Regular,AFC Toronto,Sierra Deolinda Cota-Yarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,AFC Toronto,April Lantaigne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,AFC Toronto,Kaela Hansen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,AFC Toronto,Ivymae Perez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,AFC Toronto,Sarah Rollins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,AFC Toronto,Cloey Uddenberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,Calgary Wild,Mijke Roelfsema,90,0,0,1,1,33,48,2,1,3,0,0,0,0,1,2,0,90,D
45778,Regular,Calgary Wild,Meikayla Moore,90,1,0,2,2,50,67,0,0,0,1,1,0,0,1,2,0,90,D
45778,Regular,Calgary Wild,Grace Stordy,90,0,0,0,0,53,80,1,0,1,1,1,0,0,1,2,0,90,D
45778,Regular,Calgary Wild,Meggie Dougherty Howard,90,0,1,2,0,36,62,1,0,4,1,0,0,0,1,2,0,90,M
45778,Regular,Calgary Wild,Kahli Johnson,90,0,0,5,2,26,48,2,0,2,1,0,0,0,1,2,0,90,F
45778,Regular,Calgary Wild,Ally Green,86,0,0,0,0,35,67,1,0,2,0,0,0,0,1,2,0,86,D
45778,Regular,Calgary Wild,Sarah Griffith,81,0,0,2,2,24,52,1,0,2,3,0,0,0,0,2,0,81,F
45778,Regular,Calgary Wild,Taegan Stewart,62,0,0,0,0,22,30,0,0,1,2,0,0,0,0,2,0,62,M
45778,Regular,Calgary Wild,Jaclyn Sawicki,62,0,0,1,1,31,44,1,0,1,0,0,0,0,0,2,0,62,M
45778,Regular,Calgary Wild,Serita Thurton,62,0,0,0,0,13,21,0,0,0,3,0,0,0,0,2,0,62,F
45778,Regular,Calgary Wild,Caleigh Boeckx,28,0,0,0,0,4,11,0,0,1,0,0,0,0,1,0,62,90,M
45778,Regular,Calgary Wild,Jenaya Robertson,28,0,0,0,0,12,15,0,0,1,1,0,0,0,1,0,62,90,M
45778,Regular,Calgary Wild,Madison Wilson,28,0,0,0,0,5,18,2,1,1,0,0,0,0,1,0,62,90,M
45778,Regular,Calgary Wild,Danielle Steer,9,0,0,1,0,2,6,0,0,0,1,0,0,0,1,0,81,90,F
45778,Regular,Calgary Wild,Keelyn Stewart,4,0,0,0,0,3,11,0,0,0,1,0,0,0,0,0,86,90,D
45778,Regular,Calgary Wild,Jackie Burns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,Calgary Wild,Christie Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,Calgary Wild,Tilly James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45778,Regular,Calgary Wild,Sonia O'Neill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45780,Regular,Montreal Roses,Jodi Smith,90,0,0,0,0,50,98,8,6,5,1,0,0,0,2,1,0,90,D
45780,Regular,Montreal Roses,Lucy Cappadona,90,0,0,0,0,59,64,0,0,0,0,0,0,0,2,1,0,90,D
45780,Regular,Montreal Roses,Julia Leas,90,0,0,0,0,63,71,0,0,0,0,0,0,0,2,1,0,90,D
45780,Regular,Montreal Roses,Hailey Whitaker,90,0,1,1,0,32,77,4,0,4,1,0,0,0,2,1,0,90,D
45780,Regular,Montreal Roses,Mégane Sauvé,90,0,0,2,0,31,63,6,1,3,2,0,0,0,2,1,0,90,M
45780,Regular,Montreal Roses,Allie Hess,90,0,0,1,0,39,60,1,0,2,1,0,0,0,2,1,0,90,M
